Freq.	V(n005)
3.80189396320557e+00	(-5.72168950836468e+01dB,1.64272220225314e+02°)
3.89045144994276e+00	(-5.68306637433366e+01dB,1.63922234357724e+02°)
3.98107170553492e+00	(-5.64450348729016e+01dB,1.63565198264087e+02°)
4.07380277804108e+00	(-5.60600327219142e+01dB,1.63201018762541e+02°)
4.16869383470330e+00	(-5.56756823287799e+01dB,1.62829604720655e+02°)
4.26579518801587e+00	(-5.52920095298227e+01dB,1.62450867313905e+02°)
4.36515832240161e+00	(-5.49090409668549e+01dB,1.62064720296278e+02°)
4.46683592150958e+00	(-5.45268040930655e+01dB,1.61671080282937e+02°)
4.57088189614869e+00	(-5.41453271770500e+01dB,1.61269867044825e+02°)
4.67735141287192e+00	(-5.37646393047997e+01dB,1.60861003814969e+02°)
4.78630092322632e+00	(-5.33847703794608e+01dB,1.60444417606173e+02°)
4.89778819368440e+00	(-5.30057511186685e+01dB,1.60020039539686e+02°)
5.01187233627266e+00	(-5.26276130492571e+01dB,1.59587805184298e+02°)
5.12861383991358e+00	(-5.22503884991413e+01dB,1.59147654905233e+02°)
5.24807460249766e+00	(-5.18741105861648e+01dB,1.58699534222041e+02°)
5.37031796370246e+00	(-5.14988132037079e+01dB,1.58243394174579e+02°)
5.49540873857618e+00	(-5.11245310028505e+01dB,1.57779191696024e+02°)
5.62341325190342e+00	(-5.07512993708864e+01dB,1.57306889991704e+02°)
5.75439937337150e+00	(-5.03791544059922e+01dB,1.56826458922373e+02°)
5.88843655355581e+00	(-5.00081328878595e+01dB,1.56337875390410e+02°)
6.02559586074350e+00	(-4.96382722441121e+01dB,1.55841123727241e+02°)
6.16595001861474e+00	(-4.92696105123379e+01dB,1.55336196080109e+02°)
6.30957344480185e+00	(-4.89021862975864e+01dB,1.54823092796192e+02°)
6.45654229034647e+00	(-4.85360387251963e+01dB,1.54301822801828e+02°)
6.60693448007587e+00	(-4.81712073888443e+01dB,1.53772403974522e+02°)
6.76082975391973e+00	(-4.78077322937280e+01dB,1.53234863505204e+02°)
6.91830970918928e+00	(-4.74456537948261e+01dB,1.52689238248073e+02°)
7.07945784384129e+00	(-4.70850125302124e+01dB,1.52135575055233e+02°)
7.24435960074981e+00	(-4.67258493494342e+01dB,1.51573931093206e+02°)
7.41310241300908e+00	(-4.63682052370038e+01dB,1.51004374138294e+02°)
7.58577575029174e+00	(-4.60121212310971e+01dB,1.50426982847710e+02°)
7.76247116628682e+00	(-4.56576383375959e+01dB,1.49841847003305e+02°)
7.94328234724271e+00	(-4.53047974396566e+01dB,1.49249067724734e+02°)
8.12830516164089e+00	(-4.49536392030421e+01dB,1.48648757648868e+02°)
8.31763771102660e+00	(-4.46042039775015e+01dB,1.48041041072343e+02°)
8.51138038202365e+00	(-4.42565316945347e+01dB,1.47426054054177e+02°)
8.70963589956069e+00	(-4.39106617619354e+01dB,1.46803944475517e+02°)
8.91250938133734e+00	(-4.35666329555554e+01dB,1.46174872053754e+02°)
9.12010839355898e+00	(-4.32244833087865e+01dB,1.45539008308407e+02°)
9.33254300796979e+00	(-4.28842500003068e+01dB,1.44896536476457e+02°)
9.54992586021423e+00	(-4.25459692406854e+01dB,1.44247651375088e+02°)
9.77237220955798e+00	(-4.22096761584827e+01dB,1.43592559210107e+02°)
9.99999999999987e+00	(-4.18754046865248e+01dB,1.42931477328718e+02°)
1.02329299228074e+01	(-4.15431874490626e+01dB,1.42264633915692e+02°)
1.04712854805089e+01	(-4.12130556505560e+01dB,1.41592267632475e+02°)
1.07151930523759e+01	(-4.08850389668426e+01dB,1.40914627199176e+02°)
1.09647819614317e+01	(-4.05591654394662e+01dB,1.40231970919960e+02°)
1.12201845430195e+01	(-4.02354613739411e+01dB,1.39544566152810e+02°)
1.14815362149687e+01	(-3.99139512427286e+01dB,1.38852688725210e+02°)
1.17489755493951e+01	(-3.95946575936843e+01dB,1.38156622297799e+02°)
1.20226443461740e+01	(-3.92776009647150e+01dB,1.37456657678595e+02°)
1.23026877081236e+01	(-3.89627998053493e+01dB,1.36753092090903e+02°)
1.25892541179415e+01	(-3.86502704058841e+01dB,1.36046228398507e+02°)
1.28824955169312e+01	(-3.83400268347194e+01dB,1.35336374292240e+02°)
1.31825673855639e+01	(-3.80320808844319e+01dB,1.34623841442433e+02°)
1.34896288259164e+01	(-3.77264420270710e+01dB,1.33908944622158e+02°)
1.38038426460287e+01	(-3.74231173790858e+01dB,1.33192000806490e+02°)
1.41253754462274e+01	(-3.71221116762109e+01dB,1.32473328253318e+02°)
1.44543977074591e+01	(-3.68234272585524e+01dB,1.31753245571443e+02°)
1.47910838816819e+01	(-3.65270640660249e+01dB,1.31032070781835e+02°)
1.51356124843619e+01	(-3.62330196442024e+01dB,1.30310120378034e+02°)
1.54881661891246e+01	(-3.59412891605472e+01dB,1.29587708391655e+02°)
1.58489319246109e+01	(-3.56518654308945e+01dB,1.28865145468917e+02°)
1.62181009735891e+01	(-3.53647389559771e+01dB,1.28142737963970e+02°)
1.65958690743754e+01	(-3.50798979676874e+01dB,1.27420787054602e+02°)
1.69824365246172e+01	(-3.47973284846945e+01dB,1.26699587885637e+02°)
1.73780082874935e+01	(-3.45170143769547e+01dB,1.25979428745016e+02°)
1.77827941003890e+01	(-3.42389374385862e+01dB,1.25260590277166e+02°)
1.81970085860996e+01	(-3.39630774685161e+01dB,1.24543344737860e+02°)
1.86208713666284e+01	(-3.36894123582555e+01dB,1.23827955294293e+02°)
1.90546071796322e+01	(-3.34179181861132e+01dB,1.23114675373599e+02°)
1.94984459975802e+01	(-3.31485693171244e+01dB,1.22403748062561e+02°)
1.99526231496885e+01	(-3.28813385079467e+01dB,1.21695405560688e+02°)
2.04173794466950e+01	(-3.26161970159568e+01dB,1.20989868688341e+02°)
2.08929613085401e+01	(-3.23531147117797e+01dB,1.20287346451035e+02°)
2.13796208950220e+01	(-3.20920601944816e+01dB,1.19588035660542e+02°)
2.18776162394952e+01	(-3.18330009086696e+01dB,1.18892120612917e+02°)
2.23872113856831e+01	(-3.15759032627628e+01dB,1.18199772823066e+02°)
2.29086765276774e+01	(-3.13207327477229e+01dB,1.17511150815079e+02°)
2.34422881531989e+01	(-3.10674540555679e+01dB,1.16826399967070e+02°)
2.39883291901946e+01	(-3.08160311970293e+01dB,1.16145652408955e+02°)
2.45470891568500e+01	(-3.05664276177574e+01dB,1.15469026971204e+02°)
2.51188643150954e+01	(-3.03186063125260e+01dB,1.14796629182354e+02°)
2.57039578276883e+01	(-3.00725299369373e+01dB,1.14128551312791e+02°)
2.63026799189534e+01	(-2.98281609161794e+01dB,1.13464872462113e+02°)
2.69153480392688e+01	(-2.95854615504422e+01dB,1.12805658687217e+02°)
2.75422870333813e+01	(-2.93443941166515e+01dB,1.12150963168136e+02°)
2.81838293126441e+01	(-2.91049209662306e+01dB,1.11500826408567e+02°)
2.88403150312656e+01	(-2.88670046186553e+01dB,1.10855276467983e+02°)
2.95120922666634e+01	(-2.86306078506142e+01dB,1.10214329222221e+02°)
3.01995172040197e+01	(-2.83956937806371e+01dB,1.09577988649447e+02°)
3.09029543251355e+01	(-2.81622259490979e+01dB,1.08946247138488e+02°)
3.16227766016833e+01	(-2.79301683935429e+01dB,1.08319085816538e+02°)
3.23593656929624e+01	(-2.76994857193330e+01dB,1.07696474893419e+02°)
3.31131121482586e+01	(-2.74701431656274e+01dB,1.07078374019642e+02°)
3.38844156139198e+01	(-2.72421066667659e+01dB,1.06464732655684e+02°)
3.46736850452527e+01	(-2.70153429091391e+01dB,1.05855490450028e+02°)
3.54813389233570e+01	(-2.67898193836611e+01dB,1.05250577623695e+02°)
3.63078054770096e+01	(-2.65655044339806e+01dB,1.04649915359138e+02°)
3.71535229097167e+01	(-2.63423673005872e+01dB,1.04053416191574e+02°)
3.80189396320556e+01	(-2.61203781609845e+01dB,1.03460984400972e+02°)
3.89045144994275e+01	(-2.58995081661159e+01dB,1.02872516403112e+02°)
3.98107170553491e+01	(-2.56797294732376e+01dB,1.02287901138311e+02°)
4.07380277804107e+01	(-2.54610152754406e+01dB,1.01707020456552e+02°)
4.16869383470329e+01	(-2.52433398280312e+01dB,1.01129749497962e+02°)
4.26579518801586e+01	(-2.50266784719778e+01dB,1.00555957067706e+02°)
4.36515832240159e+01	(-2.48110076546359e+01dB,9.99855060045528e+01°)
4.46683592150956e+01	(-2.45963049479593e+01dB,9.94182535424929e+01°)
4.57088189614868e+01	(-2.43825490644048e+01dB,9.88540516649486e+01°)
4.67735141287191e+01	(-2.41697198707304e+01dB,9.82927474512290e+01°)
4.78630092322631e+01	(-2.39577983998833e+01dB,9.77341834150271e+01°)
4.89778819368439e+01	(-2.37467668611664e+01dB,9.71781978348573e+01°)
5.01187233627265e+01	(-2.35366086488625e+01dB,9.66246250764466e+01°)
5.12861383991357e+01	(-2.33273083494890e+01dB,9.60732959071900e+01°)
5.24807460249765e+01	(-2.31188517478439e+01dB,9.55240378028708e+01°)
5.37031796370245e+01	(-2.29112258319957e+01dB,9.49766752469295e+01°)
5.49540873857616e+01	(-2.27044187973575e+01dB,9.44310300226416e+01°)
5.62341325190340e+01	(-2.24984200499744e+01dB,9.38869214986301e+01°)
5.75439937337148e+01	(-2.22932202091446e+01dB,9.33441669081991e+01°)
5.88843655355580e+01	(-2.20888111094785e+01dB,9.28025816230296e+01°)
6.02559586074348e+01	(-2.18851858024921e+01dB,9.22619794218235e+01°)
6.16595001861473e+01	(-2.16823385578165e+01dB,9.17221727545229e+01°)
6.30957344480184e+01	(-2.14802648640942e+01dB,9.11829730027649e+01°)
6.45654229034646e+01	(-2.12789614296206e+01dB,9.06441907372633e+01°)
6.60693448007586e+01	(-2.10784261827764e+01dB,9.01056359728252e+01°)
6.76082975391971e+01	(-2.08786582722837e+01dB,8.95671184217351e+01°)
6.91830970918926e+01	(-2.06796580673084e+01dB,8.90284477462430e+01°)
7.07945784384127e+01	(-2.04814271574161e+01dB,8.84894338109065e+01°)
7.24435960074979e+01	(-2.02839683523784e+01dB,8.79498869355305e+01°)
7.41310241300906e+01	(-2.00872856818134e+01dB,8.74096181494517e+01°)
7.58577575029172e+01	(-1.98913843946316e+01dB,8.68684394478985e+01°)
7.76247116628680e+01	(-1.96962709582467e+01dB,8.63261640511473e+01°)
7.94328234724269e+01	(-1.95019530574974e+01dB,8.57826066671734e+01°)
8.12830516164086e+01	(-1.93084395932151e+01dB,8.52375837584678e+01°)
8.31763771102658e+01	(-1.91157406803587e+01dB,8.46909138136643e+01°)
8.51138038202363e+01	(-1.89238676456287e+01dB,8.41424176245762e+01°)
8.70963589956067e+01	(-1.87328330244556e+01dB,8.35919185692050e+01°)
8.91250938133731e+01	(-1.85426505572517e+01dB,8.30392429012282e+01°)
9.12010839355895e+01	(-1.83533351847994e+01dB,8.24842200464178e+01°)
9.33254300796976e+01	(-1.81649030426398e+01dB,8.19266829063763e+01°)
9.54992586021420e+01	(-1.79773714543142e+01dB,8.13664681699044e+01°)
9.77237220955795e+01	(-1.77907589233009e+01dB,8.08034166322355e+01°)
9.99999999999984e+01	(-1.76050851234791e+01dB,8.02373735222849e+01°)
1.02329299228074e+02	(-1.74203708879431e+01dB,7.96681888379640e+01°)
1.04712854805088e+02	(-1.72366381959813e+01dB,7.90957176895076e+01°)
1.07151930523759e+02	(-1.70539101580278e+01dB,7.85198206506486e+01°)
1.09647819614317e+02	(-1.68722109983868e+01dB,7.79403641173539e+01°)
1.12201845430195e+02	(-1.66915660355251e+01dB,7.73572206737054e+01°)
1.14815362149686e+02	(-1.65120016597258e+01dB,7.67702694643731e+01°)
1.17489755493951e+02	(-1.63335453078919e+01dB,7.61793965729812e+01°)
1.20226443461739e+02	(-1.61562254352906e+01dB,7.55844954055147e+01°)
1.23026877081236e+02	(-1.59800714840276e+01dB,7.49854670777578e+01°)
1.25892541179415e+02	(-1.58051138480496e+01dB,7.43822208055835e+01°)
1.28824955169311e+02	(-1.56313838344739e+01dB,7.37746742967522e+01°)
1.31825673855639e+02	(-1.54589136210569e+01dB,7.31627541426947e+01°)
1.34896288259163e+02	(-1.52877362096246e+01dB,7.25463962085862e+01°)
1.38038426460286e+02	(-1.51178853753006e+01dB,7.19255460198368e+01°)
1.41253754462273e+02	(-1.49493956113879e+01dB,7.13001591429540e+01°)
1.44543977074590e+02	(-1.47823020697816e+01dB,7.06702015585564e+01°)
1.47910838816818e+02	(-1.46166404968113e+01dB,7.00356500241609e+01°)
1.51356124843618e+02	(-1.44524471644440e+01dB,6.93964924242032e+01°)
1.54881661891245e+02	(-1.42897587968083e+01dB,6.87527281046142e+01°)
1.58489319246109e+02	(-1.41286124920342e+01dB,6.81043681891421e+01°)
1.62181009735890e+02	(-1.39690456394431e+01dB,6.74514358745032e+01°)
1.65958690743753e+02	(-1.38110958321641e+01dB,6.67939667013539e+01°)
1.69824365246172e+02	(-1.36548007752953e+01dB,6.61320087980129e+01°)
1.73780082874935e+02	(-1.35001981897788e+01dB,6.54656230938277e+01°)
1.77827941003889e+02	(-1.33473257122040e+01dB,6.47948834990741e+01°)
1.81970085860995e+02	(-1.31962207908083e+01dB,6.41198770483072e+01°)
1.86208713666284e+02	(-1.30469205779960e+01dB,6.34407040041504e+01°)
1.90546071796321e+02	(-1.28994618197465e+01dB,6.27574779186136e+01°)
1.94984459975801e+02	(-1.27538807423406e+01dB,6.20703256491805e+01°)
1.99526231496885e+02	(-1.26102129368828e+01dB,6.13793873270951e+01°)
2.04173794466949e+02	(-1.24684932421490e+01dB,6.06848162755105e+01°)
2.08929613085400e+02	(-1.23287556263366e+01dB,5.99867788754419e+01°)
2.13796208950220e+02	(-1.21910330683413e+01dB,5.92854543777847e+01°)
2.18776162394951e+02	(-1.20553574392210e+01dB,5.85810346600205e+01°)
2.23872113856830e+02	(-1.19217593845466e+01dB,5.78737239266344e+01°)
2.29086765276773e+02	(-1.17902682083664e+01dB,5.71637383527020e+01°)
2.34422881531988e+02	(-1.16609117595335e+01dB,5.64513056705714e+01°)
2.39883291901945e+02	(-1.15337163211609e+01dB,5.57366647000586e+01°)
2.45470891568499e+02	(-1.14087065039742e+01dB,5.50200648230873e+01°)
2.51188643150954e+02	(-1.12859051443301e+01dB,5.43017654042284e+01°)
2.57039578276882e+02	(-1.11653332076571e+01dB,5.35820351591305e+01°)
2.63026799189534e+02	(-1.10470096980525e+01dB,5.28611514733575e+01°)
2.69153480392687e+02	(-1.09309515747397e+01dB,5.21393996746708e+01°)
2.75422870333812e+02	(-1.08171736760494e+01dB,5.14170722622983e+01°)
2.81838293126440e+02	(-1.07056886515380e+01dB,5.06944680971987e+01°)
2.88403150312655e+02	(-1.05965069027987e+01dB,4.99718915577754e+01°)
2.95120922666633e+02	(-1.04896365334529e+01dB,4.92496516658851e+01°)
3.01995172040196e+02	(-1.03850833087388e+01dB,4.85280611883340e+01°)
3.09029543251354e+02	(-1.02828506250299e+01dB,4.78074357193421e+01°)
3.16227766016832e+02	(-1.01829394895345e+01dB,4.70880927496830e+01°)
3.23593656929622e+02	(-1.00853485103367e+01dB,4.63703507283664e+01°)
3.31131121482585e+02	(-9.99007389684707e+00dB,4.56545281228230e+01°)
3.38844156139196e+02	(-9.89710947064071e+00dB,4.49409424835682e+01°)
3.46736850452525e+02	(-9.80644668656640e+00dB,4.42299095192720e+01°)
3.54813389233569e+02	(-9.71807466391982e+00dB,4.35217421880394e+01°)
3.63078054770095e+02	(-9.63198022738733e+00dB,4.28167498105118e+01°)
3.71535229097166e+02	(-9.54814795738300e+00dB,4.21152372101490e+01°)
3.80189396320554e+02	(-9.46656024932407e+00dB,4.14175038857334e+01°)
3.89045144994273e+02	(-9.38719738131967e+00dB,4.07238432207686e+01°)
3.98107170553490e+02	(-9.31003758968389e+00dB,4.00345417340280e+01°)
4.07380277804105e+02	(-9.23505715162998e+00dB,3.93498783750563e+01°)
4.16869383470328e+02	(-9.16223047445645e+00dB,3.86701238679304e+01°)
4.26579518801585e+02	(-9.09153019049939e+00dB,3.79955401060856e+01°)
4.36515832240158e+02	(-9.02292725709843e+00dB,3.73263796004753e+01°)
4.46683592150955e+02	(-8.95639106080661e+00dB,3.66628849828063e+01°)
4.57088189614867e+02	(-8.89188952506630e+00dB,3.60052885650579e+01°)
4.67735141287189e+02	(-8.82938922057479e+00dB,3.53538119559676e+01°)
4.78630092322629e+02	(-8.76885547757293e+00dB,3.47086657346617e+01°)
4.89778819368437e+02	(-8.71025249930807e+00dB,3.40700491811245e+01°)
5.01187233627263e+02	(-8.65354347594784e+00dB,3.34381500627429e+01°)
5.12861383991355e+02	(-8.59869069825331e+00dB,3.28131444757390e+01°)
5.24807460249763e+02	(-8.54565567035721e+00dB,3.21951967399197e+01°)
5.37031796370243e+02	(-8.49439922103558e+00dB,3.15844593448230e+01°)
5.49540873857614e+02	(-8.44488161290715e+00dB,3.09810729450370e+01°)
5.62341325190338e+02	(-8.39706264904435e+00dB,3.03851664022056e+01°)
5.75439937337146e+02	(-8.35090177653075e+00dB,2.97968568710173e+01°)
5.88843655355578e+02	(-8.30635818655281e+00dB,2.92162499262973e+01°)
6.02559586074346e+02	(-8.26339091066663e+00dB,2.86434397281904e+01°)
6.16595001861470e+02	(-8.22195891293336e+00dB,2.80785092223294e+01°)
6.30957344480181e+02	(-8.18202117766899e+00dB,2.75215303718288e+01°)
6.45654229034643e+02	(-8.14353679260442e+00dB,2.69725644179243e+01°)
6.60693448007583e+02	(-8.10646502730037e+00dB,2.64316621660938e+01°)
6.76082975391969e+02	(-8.07076540670778e+00dB,2.58988642945357e+01°)
6.91830970918923e+02	(-8.03639777980721e+00dB,2.53742016819546e+01°)
7.07945784384124e+02	(-8.00332238330138e+00dB,2.48576957516925e+01°)
7.24435960074976e+02	(-7.97149990037167e+00dB,2.43493588293613e+01°)
7.41310241300903e+02	(-7.94089151454313e+00dB,2.38491945112544e+01°)
7.58577575029169e+02	(-7.91145895873252e+00dB,2.33571980409671e+01°)
7.76247116628677e+02	(-7.88316455958102e+00dB,2.28733566917974e+01°)
7.94328234724266e+02	(-7.85597127719618e+00dB,2.23976501526692e+01°)
8.12830516164084e+02	(-7.82984274044802e+00dB,2.19300509154756e+01°)
8.31763771102655e+02	(-7.80474327798104e+00dB,2.14705246619158e+01°)
8.51138038202360e+02	(-7.78063794511761e+00dB,2.10190306480622e+01°)
8.70963589956064e+02	(-7.75749254683948e+00dB,2.05755220850609e+01°)
8.91250938133728e+02	(-7.73527365704238e+00dB,2.01399465145361e+01°)
9.12010839355892e+02	(-7.71394863426453e+00dB,1.97122461774241e+01°)
9.33254300796973e+02	(-7.69348563409375e+00dB,1.92923583751173e+01°)
9.54992586021417e+02	(-7.67385361845954e+00dB,1.88802158219466e+01°)
9.77237220955792e+02	(-7.65502236201602e+00dB,1.84757469881685e+01°)
9.99999999999981e+02	(-7.63696245582047e+00dB,1.80788764327563e+01°)
1.02329299228073e+03	(-7.61964530850844e+00dB,1.76895251254148e+01°)
1.04712854805088e+03	(-7.60304314516255e+00dB,1.73076107573606e+01°)
1.07151930523759e+03	(-7.58712900406657e+00dB,1.69330480405043e+01°)
1.09647819614316e+03	(-7.57187673153007e+00dB,1.65657489947811e+01°)
1.12201845430194e+03	(-7.55726097496209e+00dB,1.62056232234570e+01°)
1.14815362149686e+03	(-7.54325717436509e+00dB,1.58525781763196e+01°)
1.17489755493951e+03	(-7.52984155241199e+00dB,1.55065194007420e+01°)
1.20226443461739e+03	(-7.51699110326180e+00dB,1.51673507806610e+01°)
1.23026877081236e+03	(-7.50468358026001e+00dB,1.48349747635833e+01°)
1.25892541179414e+03	(-7.49289748266258e+00dB,1.45092925757698e+01°)
1.28824955169311e+03	(-7.48161204151288e+00dB,1.41902044258024e+01°)
1.31825673855638e+03	(-7.47080720479350e+00dB,1.38776096967723e+01°)
1.34896288259163e+03	(-7.46046362196583e+00dB,1.35714071273580e+01°)
1.38038426460286e+03	(-7.45056262800291e+00dB,1.32714949820941e+01°)
1.41253754462273e+03	(-7.44108622701277e+00dB,1.29777712111485e+01°)
1.44543977074590e+03	(-7.43201707554201e+00dB,1.26901335999480e+01°)
1.47910838816818e+03	(-7.42333846564236e+00dB,1.24084799090024e+01°)
1.51356124843618e+03	(-7.41503430777543e+00dB,1.21327080042895e+01°)
1.54881661891245e+03	(-7.40708911362486e+00dB,1.18627159785682e+01°)
1.58489319246108e+03	(-7.39948797887808e+00dB,1.15984022639949e+01°)
1.62181009735890e+03	(-7.39221656603453e+00dB,1.13396657364131e+01°)
1.65958690743753e+03	(-7.38526108729105e+00dB,1.10864058116929e+01°)
1.69824365246171e+03	(-7.37860828755010e+00dB,1.08385225344868e+01°)
1.73780082874934e+03	(-7.37224542759143e+00dB,1.05959166597695e+01°)
1.77827941003889e+03	(-7.36616026744326e+00dB,1.03584897275199e+01°)
1.81970085860995e+03	(-7.36034104998442e+00dB,1.01261441308975e+01°)
1.86208713666283e+03	(-7.35477648480537e+00dB,9.89878317825569e+00°)
1.90546071796321e+03	(-7.34945573235170e+00dB,9.67631114932810e+00°)
1.94984459975801e+03	(-7.34436838837093e+00dB,9.45863334590907e+00°)
1.99526231496884e+03	(-7.33950446867964e+00dB,9.24565613734661e+00°)
2.04173794466949e+03	(-7.33485439426563e+00dB,9.03728700114521e+00°)
2.08929613085400e+03	(-7.33040897673671e+00dB,8.83343455897568e+00°)
2.13796208950219e+03	(-7.32615940412555e+00dB,8.63400860836838e+00°)
2.18776162394951e+03	(-7.32209722705782e+00dB,8.43892015035997e+00°)
2.23872113856829e+03	(-7.31821434528870e+00dB,8.24808141335198e+00°)
2.29086765276773e+03	(-7.31450299461122e+00dB,8.06140587342612e+00°)
2.34422881531987e+03	(-7.31095573413816e+00dB,7.87880827135080e+00°)
2.39883291901944e+03	(-7.30756543395782e+00dB,7.70020462650501e+00°)
2.45470891568498e+03	(-7.30432526316273e+00dB,7.52551224792651e+00°)
2.51188643150953e+03	(-7.30122867824902e+00dB,7.35464974269410e+00°)
2.57039578276881e+03	(-7.29826941188351e+00dB,7.18753702182797e+00°)
2.63026799189533e+03	(-7.29544146203430e+00dB,7.02409530389561e+00°)
2.69153480392686e+03	(-7.29273908146006e+00dB,6.86424711649078e+00°)
2.75422870333811e+03	(-7.29015676755264e+00dB,6.70791629574991e+00°)
2.81838293126440e+03	(-7.28768925252671e+00dB,6.55502798405869e+00°)
2.88403150312655e+03	(-7.28533149394998e+00dB,6.40550862609425e+00°)
2.95120922666632e+03	(-7.28307866560693e+00dB,6.25928596333629e+00°)
3.01995172040195e+03	(-7.28092614868877e+00dB,6.11628902717715e+00°)
3.09029543251353e+03	(-7.27886952330190e+00dB,5.97644813075191e+00°)
3.16227766016831e+03	(-7.27690456028707e+00dB,5.83969485959872e+00°)
3.23593656929621e+03	(-7.27502721334120e+00dB,5.70596206125756e+00°)
3.31131121482584e+03	(-7.27323361143374e+00dB,5.57518383390713e+00°)
3.38844156139195e+03	(-7.27152005150931e+00dB,5.44729551412760e+00°)
3.46736850452524e+03	(-7.26988299146840e+00dB,5.32223366388711e+00°)
3.54813389233568e+03	(-7.26831904341775e+00dB,5.19993605681767e+00°)
3.63078054770094e+03	(-7.26682496718234e+00dB,5.08034166387193e+00°)
3.71535229097165e+03	(-7.26539766407066e+00dB,4.96339063842137e+00°)
3.80189396320553e+03	(-7.26403417088514e+00dB,4.84902430086207e+00°)
3.89045144994272e+03	(-7.26273165416978e+00dB,4.73718512279963e+00°)
3.98107170553489e+03	(-7.26148740468702e+00dB,4.62781671085158e+00°)
4.07380277804104e+03	(-7.26029883211604e+00dB,4.52086379014191e+00°)
4.16869383470326e+03	(-7.25916345996492e+00dB,4.41627218751651e+00°)
4.26579518801584e+03	(-7.25807892068899e+00dB,4.31398881454166e+00°)
4.36515832240157e+03	(-7.25704295100828e+00dB,4.21396165031470e+00°)
4.46683592150954e+03	(-7.25605338741663e+00dB,4.11613972413378e+00°)
4.57088189614865e+03	(-7.25510816187567e+00dB,4.02047309805903e+00°)
4.67735141287188e+03	(-7.25420529768669e+00dB,3.92691284939965e+00°)
4.78630092322628e+03	(-7.25334290553389e+00dB,3.83541105315577e+00°)
4.89778819368436e+03	(-7.25251917969243e+00dB,3.74592076444372e+00°)
5.01187233627261e+03	(-7.25173239439509e+00dB,3.65839600093289e+00°)
5.12861383991354e+03	(-7.25098090035141e+00dB,3.57279172530959e+00°)
5.24807460249761e+03	(-7.25026312141345e+00dB,3.48906382780218e+00°)
5.37031796370241e+03	(-7.24957755138233e+00dB,3.40716910877380e+00°)
5.49540873857613e+03	(-7.24892275095020e+00dB,3.32706526140758e+00°)
5.62341325190337e+03	(-7.24829734477213e+00dB,3.24871085450223e+00°)
5.75439937337144e+03	(-7.24770001866279e+00dB,3.17206531538425e+00°)
5.88843655355576e+03	(-7.24712951691291e+00dB,3.09708891296245e+00°)
6.02559586074345e+03	(-7.24658463972076e+00dB,3.02374274091854e+00°)
6.16595001861469e+03	(-7.24606424073388e+00dB,2.95198870106636e+00°)
6.30957344480180e+03	(-7.24556722469659e+00dB,2.88178948686984e+00°)
6.45654229034642e+03	(-7.24509254519906e+00dB,2.81310856713997e+00°)
6.60693448007582e+03	(-7.24463920252363e+00dB,2.74591016991211e+00°)
6.76082975391967e+03	(-7.24420624158441e+00dB,2.68015926651112e+00°)
6.91830970918921e+03	(-7.24379274995627e+00dB,2.61582155581506e+00°)
7.07945784384122e+03	(-7.24339785598961e+00dB,2.55286344871385e+00°)
7.24435960074974e+03	(-7.24302072700713e+00dB,2.49125205276940e+00°)
7.41310241300901e+03	(-7.24266056757935e+00dB,2.43095515708735e+00°)
7.58577575029167e+03	(-7.24231661787544e+00dB,2.37194121739377e+00°)
7.76247116628675e+03	(-7.24198815208625e+00dB,2.31417934132245e+00°)
7.94328234724264e+03	(-7.24167447691647e+00dB,2.25763927391792e+00°)
8.12830516164081e+03	(-7.24137493014293e+00dB,2.20229138334915e+00°)
8.31763771102653e+03	(-7.24108887923638e+00dB,2.14810664683763e+00°)
8.51138038202358e+03	(-7.24081572004383e+00dB,2.09505663680194e+00°)
8.70963589956061e+03	(-7.24055487552903e+00dB,2.04311350721448e+00°)
8.91250938133726e+03	(-7.24030579456856e+00dB,1.99224998017421e+00°)
9.12010839355889e+03	(-7.24006795080106e+00dB,1.94243933268570e+00°)
9.33254300796970e+03	(-7.23984084152746e+00dB,1.89365538366077e+00°)
9.54992586021414e+03	(-7.23962398665992e+00dB,1.84587248111770e+00°)
9.77237220955789e+03	(-7.23941692771730e+00dB,1.79906548960220e+00°)
9.99999999999977e+03	(-7.23921922686542e+00dB,1.75320977779963e+00°)
1.02329299228073e+04	(-7.23903046599982e+00dB,1.70828120636766e+00°)
1.04712854805088e+04	(-7.23885024586953e+00dB,1.66425611595975e+00°)
1.07151930523758e+04	(-7.23867818523976e+00dB,1.62111131544959e+00°)
1.09647819614316e+04	(-7.23851392009201e+00dB,1.57882407035918e+00°)
1.12201845430194e+04	(-7.23835710285999e+00dB,1.53737209147467e+00°)
1.14815362149686e+04	(-7.23820740169965e+00dB,1.49673352365865e+00°)
1.17489755493950e+04	(-7.23806449979197e+00dB,1.45688693483912e+00°)
1.20226443461739e+04	(-7.23792809467698e+00dB,1.41781130520725e+00°)
1.23026877081235e+04	(-7.23779789761779e+00dB,1.37948601657051e+00°)
1.25892541179414e+04	(-7.23767363299317e+00dB,1.34189084190190e+00°)
1.28824955169310e+04	(-7.23755503771753e+00dB,1.30500593506406e+00°)
1.31825673855638e+04	(-7.23744186068708e+00dB,1.26881182069489e+00°)
1.34896288259162e+04	(-7.23733386225105e+00dB,1.23328938427585e+00°)
1.38038426460285e+04	(-7.23723081370685e+00dB,1.19841986235242e+00°)
1.41253754462272e+04	(-7.23713249681819e+00dB,1.16418483293181e+00°)
